,contrast,dissimilarity,homogeneity,ASM,energy,correlation
1294,"[ 239.27008929  454.48022172  323.69915675  508.60418241  602.91229839
  454.48022172  858.77217742  508.60418241  903.24667008 1020.23725286
 1255.38831967 1128.02289282 1195.16458333 1488.27062618 1522.40364583
 1573.55522709]","[ 7.41493056 10.66263542  8.90104167 11.09397833 11.89264113 10.66263542
 14.65826613 11.09397833 14.87269467 16.41207076 18.11270492 16.98855359
 17.58229167 20.58559527 20.82239583 21.10588551]","[0.52831466 0.4848173  0.50236345 0.48646095 0.47644979 0.4848173
 0.45842376 0.48646095 0.45167143 0.44453429 0.43409719 0.43867119
 0.43359614 0.41434249 0.41500978 0.40495576]","[0.16251511 0.1445466  0.15359404 0.14290145 0.13915571 0.1445466
 0.13065728 0.14290145 0.12660683 0.12243252 0.12009278 0.11895872
 0.11602173 0.10793126 0.10926934 0.10198174]","[0.40313163 0.38019285 0.39191076 0.37802308 0.3730358  0.38019285
 0.36146546 0.37802308 0.35581853 0.34990358 0.34654405 0.34490393
 0.34061962 0.32852893 0.33055913 0.3193458 ]","[0.96572502 0.93550757 0.95362806 0.92782696 0.9144961  0.93550757
 0.87814598 0.92782696 0.87319792 0.8579769  0.82356503 0.84297077
 0.83396468 0.79673675 0.78806718 0.78508344]"
1295,"[165.18253968 291.04913076 202.97718254 319.93197279 409.88356855
 291.04913076 520.60635081 319.93197279 604.54072746 640.03694069
 756.03329918 652.86524454 781.79322917 908.70223058 906.4453125
 955.33109379]","[ 4.76736111  6.52355757  5.53720238  6.83698665  7.63810484  6.52355757
  9.13709677  6.83698665  9.79789959 10.41935484 11.44467213 10.47450572
 11.5984375  13.13705993 13.1        13.46761623]","[0.68604066 0.66650586 0.67994494 0.66303147 0.65703999 0.66650586
 0.64750095 0.66303147 0.63696743 0.63026364 0.62801137 0.62793866
 0.62050625 0.6026096  0.61207989 0.59978439]","[0.37432349 0.35829093 0.37088633 0.35635821 0.3498793  0.35829093
 0.34367671 0.35635821 0.33185423 0.32434888 0.32538926 0.3208694
 0.31656915 0.29637138 0.31015856 0.29482333]","[0.61181982 0.59857408 0.60900438 0.59695746 0.59150596 0.59857408
 0.58623946 0.59695746 0.5760679  0.56951635 0.57042901 0.56645335
 0.56264478 0.54440002 0.55691881 0.54297637]","[0.94653304 0.90692428 0.93429952 0.89768773 0.86894705 0.90692428
 0.83354541 0.89768773 0.80909422 0.80024329 0.76125418 0.79623956
 0.75620342 0.72323989 0.71732639 0.70903831]"
1296,"[ 181.53943452  384.45351474  237.86582341  373.53187201  556.27318548
  384.45351474  700.47227823  373.53187201  962.16137295 1035.63163371
 1146.78842213 1016.91467222 1360.75052083 1706.28755711 1555.27682292
 1667.06100511]","[ 5.74082341  8.34971025  6.43576389  8.31897203 10.18195565  8.34971025
 11.29889113  8.31897203 13.81967213 14.26586889 15.17827869 14.44693028
 17.03385417 19.34372481 18.33828125 19.55818328]","[0.61644707 0.58171666 0.60533603 0.58305551 0.57436122 0.58171666
 0.56675515 0.58305551 0.5498363  0.54320235 0.54314979 0.53813747
 0.5285905  0.51158311 0.52444858 0.50915359]","[0.27422731 0.25290579 0.26744981 0.25276689 0.24780019 0.25290579
 0.2430124  0.25276689 0.22991197 0.22528887 0.22902936 0.22528657
 0.21361003 0.20171494 0.2158667  0.20261673]","[0.52366718 0.50289739 0.5171555  0.50275928 0.49779533 0.50289739
 0.49296287 0.50275928 0.47949137 0.47464604 0.47857012 0.47464362
 0.46217965 0.44912687 0.46461457 0.45012968]","[0.9693645  0.93583    0.9598588  0.93765295 0.90716781 0.93583
 0.88310404 0.93765295 0.84122723 0.83090441 0.81076254 0.83396047
 0.77797795 0.7274502  0.74624986 0.73371595]"
1297,"[ 251.65178571  435.90325019  267.91121032  458.30284706  657.41204637
  435.90325019  735.15801411  458.30284706  998.36091189 1034.76326743
 1135.52459016 1020.78563996 1320.19375    1544.72856759 1441.98671875
 1478.14431604]","[ 7.65376984 10.4494835   8.17609127 10.37087428 12.60609879 10.4494835
 13.60509073 10.37087428 15.99974385 16.5364204  17.25102459 16.04890739
 18.99114583 21.14619726 19.98411458 20.61408224]","[0.49934296 0.45828568 0.48169602 0.46402811 0.44192197 0.45828568
 0.4335518  0.46402811 0.41223031 0.41254036 0.4118096  0.41891656
 0.39385233 0.38147754 0.39539566 0.3884579 ]","[0.13107356 0.11486456 0.12578784 0.11585587 0.10892826 0.11486456
 0.10594928 0.11585587 0.09645648 0.09588331 0.09743133 0.09812297
 0.08687052 0.08411111 0.09161079 0.08741159]","[0.36204083 0.33891675 0.35466582 0.34037607 0.33004281 0.33891675
 0.32549851 0.34037607 0.31057443 0.3096503  0.31213993 0.31324586
 0.29473806 0.29001915 0.30267274 0.29565451]","[0.96092584 0.93294506 0.95840352 0.92949931 0.8988822  0.93294506
 0.8869287  0.92949931 0.84787847 0.84372854 0.82699945 0.8458395
 0.80079601 0.77090045 0.78239222 0.78077575]"
1298,"[ 264.11259921  484.39657344  293.02529762  543.78180902  832.51335685
  484.39657344  922.87323589  543.78180902 1485.96234631 1394.47242456
 1621.06557377 1522.85900104 2134.9796875  2371.14512228 2325.08828125
 2544.28728836]","[ 8.07638889 11.06273621  8.61954365 11.58478206 14.35206653 11.06273621
 15.56123992 11.58478206 19.50128074 19.24505723 21.25461066 20.01092612
 24.14010417 26.36307444 26.50598958 27.40150497]","[0.46387256 0.41747153 0.45521469 0.4264776  0.40571425 0.41747153
 0.40023659 0.4264776  0.38712148 0.37588118 0.3760837  0.37499496
 0.37047978 0.35062628 0.35241265 0.34350333]","[0.10660881 0.09207355 0.10802641 0.09264081 0.08626891 0.09207355
 0.08684191 0.09264081 0.07937844 0.07492575 0.07793341 0.0744355
 0.07393663 0.06571641 0.06989882 0.0631074 ]","[0.32651005 0.30343623 0.32867372 0.30436952 0.29371569 0.30343623
 0.29468952 0.30436952 0.2817418  0.27372568 0.27916557 0.27282871
 0.27191291 0.25635213 0.26438384 0.25121186]","[0.96732836 0.94061487 0.96373838 0.93333447 0.8980227  0.94061487
 0.88683575 0.93333447 0.81982002 0.83218607 0.80302569 0.81673582
 0.74375921 0.71989702 0.7200476  0.69944428]"
1299,"[ 228.44965278  509.31393298  307.01984127  488.61501638  721.16532258
  509.31393298  959.09601815  488.61501638 1245.4477459  1423.13969823
 1640.19953893 1375.64125911 1797.6875     2363.96049449 2351.4875
 2325.80945982]","[ 6.90600198 10.81405896  8.42757937 10.54850088 12.53729839 10.81405896
 15.51486895 10.54850088 17.18596311 19.25156087 21.56941598 18.84105099
 22.01145833 27.09029831 27.19635417 26.49583445]","[0.59601369 0.56947757 0.58550266 0.56776986 0.56313192 0.56947757
 0.55273788 0.56776986 0.53749017 0.52778663 0.52694784 0.52853532
 0.51304792 0.48891753 0.50235585 0.48868753]","[0.29190706 0.27722629 0.2898191  0.27720382 0.2710093  0.27722629
 0.26797012 0.27720382 0.25029775 0.24434271 0.24752001 0.24386397
 0.23096883 0.21157769 0.22824476 0.21184766]","[0.54028424 0.52652283 0.53834849 0.52650149 0.52058554 0.52652283
 0.51765831 0.52650149 0.50029766 0.49431034 0.49751383 0.49382585
 0.48059217 0.45997575 0.47774969 0.46026912]","[0.97240049 0.93903549 0.96290816 0.94151313 0.91368993 0.93903549
 0.88521376 0.94151313 0.8523376  0.83274947 0.80553466 0.83833159
 0.7888562  0.72713552 0.72381211 0.73153918]"
1300,"[ 173.25793651  308.77853364  187.16021825  316.69790879  481.99168347
  308.77853364  536.72177419  316.69790879  763.39446721  752.35770031
  872.47617828  790.34833507 1024.65729167 1161.86159635 1163.50885417
 1237.75947326]","[ 4.18204365  5.79994961  4.6264881   6.          7.26184476  5.79994961
  8.19203629  6.          9.68493852  9.79110302 10.91470287 10.29370447
 11.74791667 12.90486428 13.02604167 13.61703843]","[0.76877517 0.74638107 0.75719338 0.74448405 0.73974476 0.74638107
 0.73176484 0.74448405 0.71993176 0.71333512 0.71153439 0.71303667
 0.70505292 0.68760219 0.69448524 0.68729751]","[0.50431752 0.48643331 0.49915027 0.48602996 0.48043826 0.48643331
 0.47698066 0.48602996 0.46308484 0.45596838 0.45523822 0.45294165
 0.44578491 0.42589865 0.434941   0.42345431]","[0.71015317 0.69744771 0.70650568 0.69715849 0.69313654 0.69744771
 0.69063787 0.69715849 0.68050337 0.67525431 0.67471343 0.6730094
 0.66767126 0.65260911 0.65950057 0.65073367]","[0.9593125  0.92840835 0.95604772 0.92657221 0.8882712  0.92840835
 0.87558527 0.92657221 0.82535255 0.83000854 0.80039664 0.82142475
 0.76867885 0.74421884 0.7373312  0.7275101 ]"
1301,"[ 280.19568452  553.45250693  335.52678571  515.574452    774.14087702
  553.45250693  933.70035282  515.574452   1241.12038934 1302.42039542
 1440.13012295 1231.77055151 1599.74140625 1889.34856221 1861.11145833
 1823.07927976]","[ 8.03546627 11.49433107  8.87549603 11.14008566 13.56980847 11.49433107
 14.96849798 11.14008566 17.62295082 18.25650364 18.92622951 17.76274714
 20.51848958 23.15452835 22.375      22.72776135]","[0.50248593 0.4569361  0.48457714 0.46138843 0.44589507 0.4569361
 0.43643404 0.46138843 0.41928885 0.41200694 0.40858686 0.4099936
 0.39646809 0.37204794 0.38610505 0.37212655]","[0.13865342 0.12154991 0.13449571 0.12398806 0.11382466 0.12154991
 0.1123842  0.12398806 0.10236375 0.09995238 0.09902451 0.10079589
 0.09117635 0.08203438 0.0893807  0.08313868]","[0.37236195 0.34864009 0.36673657 0.35211938 0.3373791  0.34864009
 0.33523753 0.35211938 0.31994335 0.31615247 0.31468161 0.31748369
 0.30195422 0.28641645 0.29896605 0.2883378 ]","[0.95110463 0.90435625 0.94145441 0.91090207 0.86623795 0.90435625
 0.83867431 0.91090207 0.78766072 0.77923073 0.75361386 0.79120637
 0.72899487 0.68577972 0.68473753 0.69680106]"
1302,"[ 185.99255952  363.29805996  265.3968254   419.13227513  499.26436492
  363.29805996  707.59047379  419.13227513  816.71132172  891.67793965
 1114.08145492  989.50520291 1133.65494792 1410.45176028 1494.45729167
 1530.63826928]","[ 5.25248016  7.40085664  6.33630952  7.95968758  8.78603831  7.40085664
 10.48109879  7.95968758 11.65240779 12.24505723 14.07581967 12.98126951
 14.17265625 16.36146197 16.92760417 17.30475679]","[0.64939153 0.62417857 0.63175979 0.61667618 0.61145493 0.62417857
 0.60109259 0.61667618 0.58848252 0.59134288 0.5767499  0.57853234
 0.56801477 0.56271396 0.55802066 0.54771924]","[0.26757714 0.25208588 0.25924843 0.24691402 0.2459497  0.25208588
 0.23935486 0.24691402 0.22995121 0.23124799 0.22308535 0.2196374
 0.21562039 0.21052596 0.20893894 0.19547841]","[0.51727859 0.50208154 0.50916445 0.49690444 0.49593317 0.50208154
 0.48923906 0.49690444 0.47953228 0.48088251 0.47231912 0.46865488
 0.46434942 0.45883108 0.45709839 0.44212941]","[0.95609458 0.91530382 0.93735284 0.90228711 0.8836272  0.91530382
 0.8350833  0.90228711 0.81205901 0.79729386 0.743657   0.77505468
 0.7424878  0.68737996 0.66057109 0.66074117]"
1303,"[ 183.49107143  351.94406652  199.86061508  333.41345427  524.62247984
  351.94406652  571.53780242  333.41345427  873.23591189  915.26847034
  958.09221311  842.67065557 1224.12890625 1492.0185434  1366.19609375
 1339.30690675]","[ 5.90625     8.29125724  6.34920635  8.18241371 10.14264113  8.29125724
 10.97530242  8.18241371 13.67033811 14.16753382 14.80686475 13.56503642
 16.95442708 19.39935501 18.49973958 18.29481322]","[0.60812665 0.58195653 0.60795226 0.58341711 0.5749166  0.58195653
 0.56659636 0.58341711 0.55492172 0.54562305 0.5444386  0.54728565
 0.53917639 0.51203409 0.51842485 0.51295914]","[0.27477132 0.25755748 0.27602727 0.25809897 0.25190702 0.25755748
 0.24656412 0.25809897 0.24020866 0.2285641  0.22726166 0.2309716
 0.2299901  0.20300341 0.20797173 0.20427383]","[0.52418634 0.50750122 0.52538298 0.50803442 0.50190339 0.50750122
 0.49655223 0.50803442 0.49011086 0.47808378 0.47671968 0.48059505
 0.47957283 0.450559   0.45603918 0.45196663]","[0.95890946 0.92202421 0.95524472 0.92612981 0.88380855 0.92202421
 0.87339524 0.92612981 0.80880586 0.80154522 0.79006707 0.8172866
 0.73511252 0.68348003 0.70390745 0.71587771]"
1304,"[ 219.83878968  405.37566138  250.91121032  413.73948098  586.19884073
  405.37566138  694.70413306  413.73948098  917.54943648  976.93158169
 1097.86910861 1000.89412071 1223.5140625  1460.17844665 1426.54713542
 1511.95431336]","[ 7.13839286  9.79591837  7.61061508  9.95162509 11.73664315  9.79591837
 13.08215726  9.95162509 14.98027664 16.05280957 17.12628074 16.29058273
 17.953125   20.69604945 20.70807292 21.37758667]","[0.54754181 0.52170996 0.54291501 0.51993662 0.50601323 0.52170996
 0.49547782 0.51993662 0.48365881 0.47411038 0.47461953 0.47402637
 0.4603922  0.44120673 0.45375322 0.44133849]","[0.20601224 0.1908485  0.20412125 0.18994556 0.18039896 0.1908485
 0.17920544 0.18994556 0.16582798 0.16273723 0.16751774 0.1673473
 0.15207642 0.14246451 0.15335531 0.14691798]","[0.45388572 0.43686211 0.45179779 0.43582744 0.42473399 0.43686211
 0.42332664 0.43582744 0.40721981 0.40340703 0.40928931 0.40908105
 0.38996976 0.37744472 0.39160606 0.38329881]","[0.9593842  0.92580499 0.9536448  0.92427418 0.89272225 0.92580499
 0.87287159 0.92427418 0.8336699  0.8244865  0.80100634 0.82018143
 0.78030402 0.74241858 0.7438857  0.73328509]"
1305,"[ 178.18774802  367.70748299  228.23164683  342.91584782  487.22328629
  367.70748299  644.33896169  342.91584782  762.81711066  870.34105099
 1010.86219262  809.26144641 1015.89713542 1261.09970438 1286.18411458
 1187.19054018]","[ 6.50669643  9.57747543  7.68303571  9.33106576 10.98538306  9.57747543
 13.15347782  9.33106576 13.98463115 15.25520291 16.81147541 14.81659729
 16.66276042 19.35124966 19.68359375 18.92233271]","[0.52510799 0.49381059 0.50723982 0.4895245  0.47533816 0.49381059
 0.45603204 0.4895245  0.45503046 0.44905439 0.43287705 0.44138686
 0.44127467 0.4143695  0.40951425 0.40703822]","[0.16689205 0.15162718 0.16174129 0.1490707  0.14406621 0.15162718
 0.13630402 0.1490707  0.13305684 0.12683158 0.12153492 0.12523186
 0.12372206 0.11035538 0.11037055 0.10765262]","[0.40852423 0.38939334 0.40217072 0.38609676 0.37956055 0.38939334
 0.36919374 0.38609676 0.36476957 0.35613421 0.34861859 0.35388113
 0.35174147 0.3321978  0.33222064 0.32810458]","[0.96178971 0.92187787 0.95102665 0.92714468 0.89659728 0.92187787
 0.86303637 0.92714468 0.83979848 0.81864395 0.78713888 0.83137116
 0.7888904  0.74223264 0.73171246 0.75734018]"
1306,"[ 212.43551587  433.07986898  272.19097222  420.77450239  601.15574597
  433.07986898  748.09904234  420.77450239  996.37243852 1084.59391259
 1215.82838115 1040.53876171 1400.603125   1745.52163397 1686.7265625
 1665.18892771]","[ 4.58680556  6.88334593  5.42361111  6.76492819  8.12752016  6.88334593
  9.49621976  6.76492819 11.28329918 11.92793965 12.77612705 11.75364204
 14.10208333 16.45364149 15.96666667 16.13383499]","[0.75718295 0.74324981 0.7505153  0.74473173 0.73131692 0.74324981
 0.72681421 0.74473173 0.71129578 0.71025774 0.70964953 0.7084033
 0.69298632 0.68364802 0.69272773 0.68135991]","[0.49110477 0.47760996 0.48845164 0.47762024 0.46471279 0.47760996
 0.46396462 0.47762024 0.44217679 0.44253785 0.44399935 0.43903563
 0.42201457 0.4089662  0.4247385  0.40638911]","[0.70078868 0.6910933  0.69889315 0.69110074 0.68169846 0.6910933
 0.68114948 0.69110074 0.66496375 0.66523519 0.66633276 0.66259764
 0.64962648 0.63950465 0.65171965 0.63748656]","[0.95651705 0.91249416 0.94428584 0.91498052 0.87855874 0.91249416
 0.8488746  0.91498052 0.80138153 0.78650853 0.75763794 0.79518035
 0.72453805 0.66534669 0.66827085 0.68074816]"
1307,"[124.2514881  241.81456286 185.05257937 301.76921139 343.09072581
 241.81456286 498.03251008 301.76921139 523.73668033 585.92533819
 752.60809426 682.20941727 703.70989583 870.36656813 925.80572917
 966.25369524]","[ 3.8452381   5.59989922  4.89087302  6.30133535  6.58266129  5.59989922
  8.64339718  6.30133535  8.64805328  9.42429761 11.35245902 10.4908949
 10.50885417 12.37731793 13.02083333 13.26041387]","[0.75053503 0.73373429 0.73905957 0.73053943 0.72714704 0.73373429
 0.71570451 0.73053943 0.71079621 0.70583083 0.69592204 0.69976631
 0.69424828 0.67887239 0.67922524 0.67433954]","[0.5075886  0.4929559  0.50265547 0.49119623 0.48864924 0.4929559
 0.4812497  0.49119623 0.47083317 0.46164164 0.45895656 0.45847617
 0.45278103 0.429965   0.43715712 0.42541056]","[0.71245252 0.70210818 0.70898199 0.70085393 0.69903451 0.70210818
 0.69372163 0.70085393 0.68617284 0.67944215 0.67746332 0.67710869
 0.67289006 0.65571716 0.66117858 0.65223505]","[0.96489237 0.93252817 0.94771284 0.91579945 0.904289   0.93252817
 0.86106572 0.91579945 0.85576969 0.84060726 0.79274257 0.81441453
 0.80872214 0.76919115 0.74835623 0.74376324]"
1308,"[ 292.15798611  529.50718065  331.15104167  574.31947594  822.93523185
  529.50718065 1006.20539315  574.31947594 1376.96157787 1404.71748179
 1706.71798156 1501.92247659 1870.88932292 2247.93899489 2330.90703125
 2344.37221177]","[ 7.99231151 10.97455278  8.65203373 11.49105568 13.64390121 10.97455278
 15.32081653 11.49105568 17.81045082 18.07336108 20.34605533 19.1987513
 21.21328125 24.0561677  24.51432292 25.14834722]","[0.52681328 0.49138991 0.5110043  0.48528954 0.47733444 0.49138991
 0.45932972 0.48528954 0.45474358 0.44102869 0.43095671 0.43670642
 0.43132191 0.3999263  0.41422572 0.39606588]","[0.16647573 0.15035643 0.16037376 0.14772975 0.14428673 0.15035643
 0.13405581 0.14772975 0.13244219 0.12461005 0.11972063 0.12273503
 0.11801351 0.10172492 0.11029731 0.10220881]","[0.40801438 0.38775821 0.40046692 0.38435628 0.37985093 0.38775821
 0.36613633 0.38435628 0.36392608 0.35300149 0.34600669 0.35033559
 0.34353094 0.31894344 0.33211039 0.31970113]","[0.96328591 0.93411472 0.95838334 0.92853884 0.8976293  0.93411472
 0.87481562 0.92853884 0.83045148 0.82864684 0.78980296 0.81678938
 0.77199087 0.73112533 0.71584664 0.71959104]"
1309,"[ 132.31498016  284.24993701  198.61706349  295.97782817  378.86290323
  284.24993701  523.56300403  295.97782817  600.6567623   696.15400624
  811.14754098  666.90790843  787.39479167 1055.83015318 1095.14296875
 1024.14082236]","[ 4.02876984  5.93801965  4.88640873  6.1148904   6.89919355  5.93801965
  8.375       6.1148904   9.16290984  9.91831426 11.00307377  9.98907388
 11.18072917 13.28030099 13.26171875 13.31416286]","[0.75476733 0.73859503 0.74948475 0.73667859 0.73384548 0.73859503
 0.72703944 0.73667859 0.71586516 0.70710267 0.70664499 0.70655918
 0.69928526 0.67966434 0.6895507  0.67898015]","[0.50407196 0.4884954  0.50162527 0.48813496 0.48213823 0.4884954
 0.47759673 0.48813496 0.46405405 0.4538837  0.45609117 0.45485999
 0.44639391 0.42029379 0.43473891 0.41991476]","[0.70998026 0.69892446 0.70825509 0.69866656 0.69436174 0.69892446
 0.69108374 0.69866656 0.68121513 0.67370891 0.67534522 0.67443309
 0.66812716 0.64830069 0.65934733 0.6480083 ]","[0.96404044 0.92372515 0.94602136 0.92057812 0.89835761 0.92372515
 0.85953706 0.92057812 0.84094705 0.81793007 0.78520943 0.825579
 0.79423831 0.73090349 0.71381842 0.73898006]"
1310,"[ 211.03174603  442.63391282  278.51587302  415.31720836  597.484375
  442.63391282  771.53099798  415.31720836  956.08043033 1066.6417794
 1221.13627049 1017.65634755 1254.775      1598.36979307 1581.40963542
 1570.02042462]","[ 4.95734127  7.49760645  6.01537698  7.41496599  8.74445565  7.49760645
 10.60206653  7.41496599 11.64754098 12.73543184 14.00461066 12.52575442
 13.76510417 16.41171728 16.24192708 16.426767  ]","[0.75132331 0.73395559 0.74883852 0.73268351 0.72850275 0.73395559
 0.72156789 0.73268351 0.71148044 0.70558401 0.70148883 0.70248394
 0.69878049 0.67751354 0.68640608 0.67666996]","[0.49336594 0.47653993 0.49530997 0.47650134 0.47150541 0.47653993
 0.46648198 0.47650134 0.45352247 0.44277526 0.44295573 0.44172277
 0.43687473 0.40881684 0.4220813  0.41036966]","[0.70240013 0.69031872 0.70378261 0.69029076 0.68666252 0.69031872
 0.68299486 0.69029076 0.67344077 0.6654136  0.6655492  0.66462227
 0.660965   0.63938787 0.64967784 0.64060101]","[0.96057365 0.91832619 0.94796581 0.92336661 0.88977541 0.91832619
 0.85766741 0.92336661 0.82586114 0.80805908 0.77758332 0.81687395
 0.77438934 0.71953495 0.71565923 0.7245094 ]"
